,Path,Labels
0,a-1.tiff,1
1,a-10.tiff,1
2,a-11.tiff,1
3,a-12.tiff,1
4,a-13.tiff,1
5,a-14.tiff,1
6,a-15.tiff,1
7,a-16.tiff,1
8,a-17.tiff,1
9,a-18.tiff,1
10,a-19.tiff,1
11,a-2.tiff,1
12,a-20.tiff,1
13,a-21.tiff,1
14,a-22.tiff,1
15,a-23.tiff,1
16,a-24.tiff,1
17,a-25.tiff,1
18,a-26.tiff,1
19,a-27.tiff,1
20,a-28.tiff,1
21,a-29.tiff,1
22,a-3.tiff,1
23,a-30.tiff,1
24,a-31.tiff,1
25,a-32.tiff,1
26,a-33.tiff,1
27,a-34.tiff,1
28,a-35.tiff,1
29,a-36.tiff,1
30,a-37.tiff,1
31,a-38.tiff,1
32,a-39.tiff,1
33,a-4.tiff,1
34,a-40.tiff,1
35,a-41.tiff,1
36,a-42.tiff,1
37,a-43.tiff,1
38,a-44.tiff,1
39,a-45.tiff,1
40,a-46.tiff,1
41,a-47.tiff,1
42,a-48.tiff,1
43,a-49.tiff,1
44,a-5.tiff,1
45,a-50.tiff,1
46,a-6.tiff,1
47,a-7.tiff,1
48,a-8.tiff,1
49,a-9.tiff,1
50,a.tiff,1
51,b-1.tiff,2
52,b-10.tiff,2
53,b-11.tiff,2
54,b-12.tiff,2
55,b-13.tiff,2
56,b-14.tiff,2
57,b-15.tiff,2
58,b-16.tiff,2
59,b-17.tiff,2
60,b-18.tiff,2
61,b-19.tiff,2
62,b-2.tiff,2
63,b-20.tiff,2
64,b-21.tiff,2
65,b-22.tiff,2
66,b-23.tiff,2
67,b-24.tiff,2
68,b-25.tiff,2
69,b-26.tiff,2
70,b-27.tiff,2
71,b-28.tiff,2
72,b-29.tiff,2
73,b-3.tiff,2
74,b-30.tiff,2
75,b-31.tiff,2
76,b-32.tiff,2
77,b-33.tiff,2
78,b-34.tiff,2
79,b-35.tiff,2
80,b-36.tiff,2
81,b-37.tiff,2
82,b-38.tiff,2
83,b-39.tiff,2
84,b-4.tiff,2
85,b-40.tiff,2
86,b-41.tiff,2
87,b-42.tiff,2
88,b-43.tiff,2
89,b-44.tiff,2
90,b-45.tiff,2
91,b-46.tiff,2
92,b-47.tiff,2
93,b-48.tiff,2
94,b-49.tiff,2
95,b-5.tiff,2
96,b-50.tiff,2
97,b-6.tiff,2
98,b-7.tiff,2
99,b-8.tiff,2
100,b-9.tiff,2
101,b.tiff,2
102,c-1.tiff,3
103,c-10.tiff,3
104,c-11.tiff,3
105,c-12.tiff,3
106,c-13.tiff,3
107,c-14.tiff,3
108,c-15.tiff,3
109,c-16.tiff,3
110,c-17.tiff,3
111,c-18.tiff,3
112,c-19.tiff,3
113,c-2.tiff,3
114,c-20.tiff,3
115,c-21.tiff,3
116,c-22.tiff,3
117,c-23.tiff,3
118,c-24.tiff,3
119,c-25.tiff,3
120,c-26.tiff,3
121,c-27.tiff,3
122,c-28.tiff,3
123,c-29.tiff,3
124,c-3.tiff,3
125,c-30.tiff,3
126,c-31.tiff,3
127,c-32.tiff,3
128,c-33.tiff,3
129,c-34.tiff,3
130,c-35.tiff,3
131,c-36.tiff,3
132,c-37.tiff,3
133,c-38.tiff,3
134,c-39.tiff,3
135,c-4.tiff,3
136,c-40.tiff,3
137,c-41.tiff,3
138,c-42.tiff,3
139,c-43.tiff,3
140,c-44.tiff,3
141,c-45.tiff,3
142,c-46.tiff,3
143,c-47.tiff,3
144,c-48.tiff,3
145,c-49.tiff,3
146,c-5.tiff,3
147,c-50.tiff,3
148,c-6.tiff,3
149,c-7.tiff,3
150,c-8.tiff,3
151,c-9.tiff,3
152,c.tiff,3
153,d-1.tiff,4
154,d-10.tiff,4
155,d-11.tiff,4
156,d-12.tiff,4
157,d-13.tiff,4
158,d-14.tiff,4
159,d-15.tiff,4
160,d-16.tiff,4
161,d-17.tiff,4
162,d-18.tiff,4
163,d-19.tiff,4
164,d-2.tiff,4
165,d-20.tiff,4
166,d-21.tiff,4
167,d-22.tiff,4
168,d-23.tiff,4
169,d-24.tiff,4
170,d-25.tiff,4
171,d-26.tiff,4
172,d-27.tiff,4
173,d-28.tiff,4
174,d-29.tiff,4
175,d-3.tiff,4
176,d-30.tiff,4
177,d-31.tiff,4
178,d-32.tiff,4
179,d-33.tiff,4
180,d-34.tiff,4
181,d-35.tiff,4
182,d-36.tiff,4
183,d-37.tiff,4
184,d-38.tiff,4
185,d-39.tiff,4
186,d-4.tiff,4
187,d-40.tiff,4
188,d-41.tiff,4
189,d-42.tiff,4
190,d-43.tiff,4
191,d-44.tiff,4
192,d-45.tiff,4
193,d-46.tiff,4
194,d-47.tiff,4
195,d-48.tiff,4
196,d-49.tiff,4
197,d-5.tiff,4
198,d-50.tiff,4
199,d-6.tiff,4
200,d-7.tiff,4
201,d-8.tiff,4
202,d-9.tiff,4
203,d.tiff,4
204,e-1.tiff,5
205,e-10.tiff,5
